"ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                            YTD         Singles   Doubles        Career"
"715      Durasovic, Viktor                      $10,503           $8,571    $1,932      $23,481"
"716      Chung, Yunseong                        $10,488           $7,346    $3,142      $17,393"
"717      Vilardo, Francesco                     $10,474           $7,476    $2,998      $39,714"
"718      Ahouda, Amine                          $10,462           $9,415    $1,047      $18,503"
"719      Moraing, Mats                          $10,453          $10,139      $314      $33,544"
"720      Martinez, Luis David                   $10,449           $1,300    $9,149      $80,128"
"721      Giraldi Requena, Marcos                $10,444           $7,760    $2,684      $41,952"
"722      Tabilo, Alejandro                      $10,355           $7,809    $2,546      $14,754"
"723      Zhurbin, Alexander                     $10,351           $8,232    $2,119      $34,896"
"724      Song, Evan                             $10,333           $8,733    $1,600      $34,406"
"725      Sekulic, Milos                         $10,311           $4,374    $5,937      $58,227"
"726      Hidalgo, Gabriel Alejandro             $10,306           $7,970    $2,336      $55,122"
"727      Lescure, Mick                          $10,271           $7,018    $3,253      $35,623"
"728      Alekseenko, Vadim                      $10,230           $7,670    $2,560      $65,141"
"729      Deviatiarov, Marat                     $10,162           $7,380    $2,782      $36,792"
"730      Moutet, Corentin                       $10,117           $9,372      $745      $18,588"
"731      Geerts, Michael                        $10,105           $7,923    $2,182      $27,926"
"732      Cias, Pawel                            $10,080           $8,644    $1,436      $32,065"
"733      Haenle, Pirmin                         $10,038           $7,104    $2,934      $59,953"
"734      Nam, Ji Sung                            $9,996           $7,508    $2,488      $77,856"
"735      Salman, Omar                            $9,972           $8,620    $1,352      $21,379"
"736      Thompson, Clay                          $9,919           $8,111    $1,808      $28,624"
"737      Escoffier, Antoine                      $9,902           $9,142      $760      $43,657"
"738      Hocevar, Ricardo                        $9,892           $7,326    $2,566     $357,224"
"739      Garza, Daniel                           $9,867           $3,991    $5,876     $222,109"
"740      Boluda-Purkiss, Carlos                  $9,862           $7,564    $2,298      $53,087"
"741T     Clayton, Scott                          $9,859           $4,676    $5,183      $29,979"
"741T     Polkinghorne, Darren K.                 $9,859           $5,950    $3,909      $23,381"
"743      Yevseyev, Denis                         $9,844           $7,314    $2,530      $52,376"
"744      Ficovich, Juan Pablo                    $9,804           $7,042    $2,762      $20,477"
"745      Fabian, Patrik                          $9,757           $8,012    $1,745      $30,813"
"746      Panfil, Grzegorz                        $9,730           $5,474    $4,256     $185,239"
"747      Joncour, Ronan                          $9,698           $6,570    $3,128      $18,507"
"748      Saez, Juan Carlos                       $9,678           $7,196    $2,482      $86,909"
""
"Page 17 of 109                    Statistics/ Prize Money/ Current            Report as of Dec 21, 2016"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                         YTD         Singles      Doubles        Career"
"749T     Luetjen, Jonas                          $9,668             $7,934    $1,734      $23,227"
"749T     Pasha, Nathan                           $9,668             $6,073    $3,595      $26,127"
"751      Gakhov, Ivan                            $9,662             $8,296    $1,366      $32,512"
"752      Tabatruong, Maxime                      $9,602             $7,531    $2,071      $33,390"
"753      Tatlot, Johan                           $9,592             $8,160    $1,432      $52,619"
"754      Molcan, Alex                            $9,589             $8,066    $1,523      $13,611"
"755      El Amrani, Reda                         $9,569             $8,209    $1,360     $155,092"
"756      Schmid, Michal                          $9,514             $7,704    $1,810      $78,660"
"757      Gosea, Farris Fathi                     $9,349             $5,994    $3,355      $22,756"
"758      Watanuki, Yosuke                        $9,303             $5,589    $3,714      $10,022"
"759      Redlicki, Martin                        $9,294             $1,194    $8,100      $19,680"
"760      Rochette, Laurent                       $9,255             $7,338    $1,917     $176,848"
"761      Basso, Andrea                           $9,225             $6,735    $2,490      $38,967"
"762      Shiga, Masato                           $9,224             $8,022    $1,202      $29,461"
"763      Okamura, Issei                          $9,186             $6,456    $2,730      $18,747"
"764      Boltz, Sebastien                        $9,088             $7,634    $1,454      $54,105"
"765      Cornea, Victor Vlad                     $9,078             $3,324    $5,754      $25,984"
"766      Trongcharoenchaikul, Wishaya            $9,060             $6,014    $3,046      $28,584"
"767      Haerteis, Johannes                      $8,964             $5,837    $3,127      $21,980"
"768      Mylokostov, Denys                       $8,884             $7,666    $1,218      $28,076"
"769      Borsos, Gabor                           $8,875             $4,334    $4,541      $19,355"
"770      Semmler, Miguel                         $8,843             $7,629    $1,214      $21,691"
"771      Bar, Dekel                              $8,837             $6,168    $2,669      $36,747"
"772      Cagnina, Julien                         $8,835             $7,489    $1,346      $59,189"
"773      Smethurst, Daniel                       $8,821             $7,809    $1,012     $186,522"
"774      Rodriguez, Cristian                     $8,814             $5,988    $2,826      $40,559"
"775      Gutierrez, Oscar Jose                   $8,779             $5,553    $3,226      $17,957"
"776      Baldi, Filippo                          $8,775             $5,420    $3,355      $27,614"
"777      Van Der Linden, Lennert                 $8,774             $7,063    $1,711      $24,199"
"778      Shofayziyev, Shonigmatjon               $8,748             $5,244    $3,504      $40,930"
"779      Simon, Tobias                           $8,716             $8,112     $604       $24,184"
"780      Antonescu, Vasile                       $8,714             $5,514    $3,200      $34,075"
"781      Appelgren, Daniel                       $8,680             $5,113    $3,567      $13,502"
"782      Berrettini, Matteo                      $8,679             $7,586    $1,093      $21,375"
"783      Wolf, Jeffrey John                      $8,670               $780    $7,890       $8,670"
"784      Stefanini, Jacopo                       $8,665             $6,055    $2,610      $13,975"
"785      Reese, Hunter                           $8,644             $4,282    $4,362      $20,787"
"786      Virgili, Adelchi                        $8,639             $6,221    $2,418      $31,135"
"787      Negritu, Christoph                      $8,564             $6,118    $2,446      $17,504"
"788      Villanueva, Gonzalo                     $8,504             $7,344    $1,160      $23,793"
"789T     Alcantara, Francis Casey                $8,488             $4,698    $3,790      $10,073"
"789T     Altuna, Tuna                            $8,488                 $0    $8,488      $57,141"
"791      Kalenichenko, Danylo                    $8,476             $5,756    $2,720      $22,762"
"792      Delaney, Jake                           $8,466             $4,992    $3,474      $11,252"
""
"Page 18 of 109                   Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                        YTD         Singles      Doubles        Career"
"793      Huang, Liang-Chi                       $8,453             $6,899    $1,554     $144,315"
"794      Leite, Wilson                          $8,432             $6,047    $2,385      $68,537"
"795      Fruttero, John Paul                    $8,431                 $0    $8,431     $195,501"
"796T     Chappell, Nick                         $8,422             $5,816    $2,606      $16,443"
"796T     Poljak, David                          $8,422             $6,425    $1,997      $15,581"
"798      Kekercheni, Filipp                     $8,377             $6,053    $2,324      $15,559"
"799      Frunza, Nicolae                        $8,337             $6,070    $2,267      $14,690"
"800      Westerhof, Boy                         $8,335             $5,734    $2,601     $233,545"
"801      Santos, Nicolas                        $8,316             $6,528    $1,788      $73,549"
"802      Pena Lopez, Manuel                     $8,287             $3,415    $4,872      $11,593"
"803      Gaspar Murta, Andre                    $8,271             $7,431     $840       $39,823"
"804      Zaitcev, Anton                         $8,270             $7,178    $1,092      $62,774"
"805      Gomez, Juan Sebastian                  $8,264             $6,354    $1,910      $66,018"
"806      Karimov, Jurabek                       $8,242             $6,028    $2,214      $23,864"
"807      Majchrowicz, Adam                      $8,224             $2,142    $6,082      $25,634"
"808      Severino, Carlos Eduardo               $8,211             $6,323    $1,888      $51,078"
"809T     Giron, Marcos                          $8,204             $7,324     $880      $108,052"
"809T     Puget, Adrien                          $8,204             $5,454    $2,750      $26,047"
"811T     Clarke, Jay                            $8,168             $7,508     $660        $8,752"
"811T     Galoppini, Davide                      $8,168             $6,878    $1,290      $14,026"
"813      Nejedly, Pavel                         $8,165             $6,751    $1,414      $17,364"
"814      Celebic, Ljubomir                      $8,156             $6,668    $1,488      $26,060"
"815      Lin, Winston                           $8,139             $6,609    $1,530      $14,933"
"816      Brunner, Pascal                        $8,135             $5,931    $2,204      $50,586"
"817      Okala, Jules                           $8,122             $6,914    $1,208      $10,590"
"818      Sels, Jelle                            $8,114             $6,752    $1,362      $20,926"
"819      Ursu, Vadym                            $8,082             $6,264    $1,818      $16,597"
"820      Sabanov, Matej                         $8,069             $1,174    $6,895      $35,456"
"821      Taweel, Issam Haitham                  $8,064             $5,852    $2,212      $47,532"
"822      Merckx, Jonas                          $8,036             $6,704    $1,332      $27,034"
"823      Wachiramanowong, Kittipong             $8,020             $4,220    $3,800      $93,911"
"824      Meis, Pascal                           $8,017             $7,139     $878       $24,229"
"825      Martos Gornes, Sergio                  $7,997             $3,672    $4,325      $29,377"
"826      Fornell-Mestres, Marc                  $7,988             $4,368    $3,620     $214,424"
"827      Gawron, Marcin                         $7,970             $5,714    $2,256     $148,604"
"828      Diaz-Figueroa, Christopher             $7,964             $5,198    $2,766      $91,405"
"829      Draganja, Tomislav                     $7,956               $104    $7,852      $18,537"
"830      Lamble, John                           $7,914             $5,166    $2,748      $11,668"
"831      Kim, Young Seok                        $7,896             $6,460    $1,436      $22,110"
"832      Hung, Jui-Chen                         $7,890             $4,580    $3,310      $38,638"
"833      Ito, Yuichi                            $7,864             $5,132    $2,732     $100,058"
"834      Deus, Nuno                             $7,853             $4,180    $3,673      $18,613"
"835      Xia, Zihao                             $7,838             $7,176     $662        $8,918"
"836      Diarra, Gibril                         $7,811             $6,606    $1,205      $28,100"
""
"Page 19 of 109                  Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                          YTD         Singles      Doubles        Career"
"837      Gomez-Herrera, Carlos                    $7,806             $6,552    $1,254      $75,060"
"838      Sabanov, Ivan                            $7,763               $708    $7,055      $27,785"
"839      Sakamoto, Pedro                          $7,699             $6,461    $1,238      $44,556"
"840      Haylaz, Muhammet                         $7,688             $5,782    $1,906      $16,763"
"841      Jecan, Mircea-Alexandru                  $7,686             $4,238    $3,448      $17,817"
"842      Sultanov, Khumoun                        $7,674             $5,850    $1,824      $10,964"
"843      Turini, Thales                           $7,656             $6,150    $1,506      $95,653"
"844      Baughman, Deiton                         $7,605             $5,345    $2,260      $47,621"
"845      Rawat, Sidharth                          $7,604             $6,684     $920       $24,041"
"846      Agabigun, Sarp                           $7,541             $3,870    $3,671      $17,643"
"847      Kirkov, Vasil                            $7,540             $7,216     $324        $7,680"
"848      Kern, Robin                              $7,538             $6,736     $802       $80,417"
"849      Reinwein, Sami                           $7,522             $6,186    $1,336      $39,916"
"850      Romero De Avila Senise, Alberto          $7,515             $6,333    $1,182      $11,732"
"851      Montero, Jorge                           $7,506             $4,080    $3,426      $40,203"
"852      Tsivadze, George                         $7,492             $5,014    $2,478      $21,562"
"853      Niesten, Miliaan                         $7,472             $6,510     $962       $47,794"
"854      Zayed, Mousa Shanan                      $7,441             $3,678    $3,763      $38,806"
"855      Esteve Lobato, Eduard                    $7,385             $4,438    $2,947      $36,454"
"856      Fatic, Nerman                            $7,362             $5,846    $1,516      $24,771"
"857      Yu, Cheng-Yu                             $7,334             $5,746    $1,588      $21,526"
"858      Bensoussan, Samuel                       $7,310             $5,380    $1,930      $23,128"
"859      Kanar, Jonathan                          $7,298             $5,520    $1,778      $21,009"
"860      Vidal Azorin, Jose Fco.                  $7,264             $6,298     $966       $12,322"
"861      Mantilla, Felipe                         $7,250             $4,628    $2,622      $53,735"
"862      Smith, Raleigh                           $7,244             $5,160    $2,084      $12,084"
"863      Santiago, Mico                           $7,239             $6,169    $1,070      $26,365"
"864      Martinez, Mateo Nicolas                  $7,238             $4,452    $2,786      $51,926"
"865      Balleret, Benjamin                       $7,237             $6,707     $530      $363,382"
"866      Puodziunas, Scott                        $7,166             $3,506    $3,660      $19,854"
"867      Beran, Martin                            $7,132             $4,626    $2,506      $14,103"
"868      Varillas, Juan Pablo                     $7,106             $5,846    $1,260      $22,544"
"869      Brancaccio, Raul                         $7,092             $5,068    $2,024       $8,278"
"870      Jotovski, Tomislav                       $6,980             $4,898    $2,082      $40,650"
"871      Krainik, Pavel                           $6,979             $5,617    $1,362      $43,890"
"872      Lazarov, Alexandar                       $6,923             $6,651     $272        $7,235"
"873      Felder, Marcel                           $6,921             $2,156    $4,765     $224,612"
"874      Cunha-Silva, Felipe                      $6,904             $2,848    $4,056       $9,757"
"875      Arneodo, Romain                          $6,858             $5,183    $1,675      $71,556"
"876      Yamasaki, Jumpei                         $6,842             $5,880     $962       $10,501"
"877      Baluda, Victor                           $6,808             $5,478    $1,330     $110,043"
"878      Smola, Maciej                            $6,800             $4,734    $2,066      $33,678"
"879      Ubiergo, Jordan                          $6,786             $5,710    $1,076      $17,885"
"880      Ly, Nam Hoang                            $6,756             $5,140    $1,616      $11,467"
""
"Page 20 of 109                    Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                       YTD         Singles      Doubles        Career"
"881      Delic, Mate                           $6,753             $5,951     $802    $169,728"
"882      Addison, Aaron                        $6,726             $4,894    $1,832    $11,151"
"883      Catarina, Lucas                       $6,715             $5,971     $744     $12,722"
"884      Katayama, Sho                         $6,708             $4,488    $2,220    $35,000"
"885      Pauffley, Neil                        $6,706             $5,404    $1,302    $52,236"
"886      Sabry, Sherif                         $6,682             $4,564    $2,118   $101,412"
"887      Galovic, Viktor                       $6,674             $5,653    $1,021    $52,131"
"888      Veger, Filip                          $6,659             $6,058     $601     $46,651"
"889      Werner, Jean-Marc                     $6,653             $4,282    $2,371    $38,525"
"890      Borza, Bogdan                         $6,644             $6,038     $606      $9,588"
"891      Dembek, Michal                        $6,636             $4,496    $2,140    $11,844"
"892      Vocel, Matej                          $6,614             $3,394    $3,220     $8,842"
"893      Monteiro, Joao                        $6,612             $5,836     $776      $7,522"
"894      De Valk, Roy                          $6,603             $4,052    $2,551    $11,324"
"895T     Bernardi, Pedro                       $6,570               $624    $5,946    $21,599"
"895T     Lawson, Alex                          $6,570               $208    $6,362     $6,570"
"897      Jandric, Darko                        $6,542             $3,630    $2,912    $16,910"
"898      Sood, Chandril                        $6,510             $3,700    $2,810    $22,996"
"899      Urrutia Fuentes, Laslo                $6,487             $5,693     $794     $22,101"
"900      Ali Mutawa, Jabor Mohammed            $6,481             $3,090    $3,391    $47,099"
"901      Ehara, Hiroyasu                       $6,474             $4,780    $1,694    $56,736"
"902      Silva, Caio                           $6,456             $4,317    $2,139    $43,142"
"903      Minar, Ivo                            $6,440               $172    $6,268 $1,198,859"
"904      Watanuki, Yusuke                      $6,432             $4,442    $1,990    $41,374"
"905      Rossier, Simeon                       $6,423             $5,835     $588     $17,808"
"906T     Hanescu, Victor                       $6,414             $2,673    $3,741 $4,330,340"
"906T     Sude, Jakob                           $6,414             $4,132    $2,282    $17,157"
"908      Mladenov, Vasko                       $6,404             $4,124    $2,280    $28,575"
"909      Russi Assumpcao, Eduardo              $6,403             $1,004    $5,399    $16,466"
"910      Ocleppo, Julian                       $6,336             $3,850    $2,486    $10,755"
"911      Astorga, Mauricio                     $6,296             $3,496    $2,800    $38,112"
"912      Botzer, Bar Tzuf                      $6,228             $5,696     $532     $27,229"
"913      Ornago, Fabrizio                      $6,206             $5,310     $896      $8,918"
"914      Di Nicola, Gianluca                   $6,184             $5,316     $868     $14,176"
"915      Kikuchi, Gengo                        $6,162             $5,188     $974     $21,756"
"916      Saraiva, Bernardo                     $6,138             $3,656    $2,482     $7,136"
"917      Matos, Rafael                         $6,136             $3,265    $2,871    $17,414"
"918      Rousset, Elie                         $6,120             $4,676    $1,444    $52,193"
"919T     Milton, Joshua                        $6,110             $5,934     $176    $141,240"
"919T     Vukic, Aleksandar                     $6,110             $5,590     $520     $12,770"
"921      Song, Min-Kyu                         $6,080             $3,592    $2,488    $21,483"
"922      Von Massow, George                    $6,078             $4,336    $1,742    $32,364"
"923      Cuevas, Martin                        $6,068             $5,348     $720     $72,766"
"924      Pancaldi, Luca                        $6,062             $4,472    $1,590    $23,691"
""
"Page 21 of 109                 Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                         YTD         Singles      Doubles        Career"
"925      Beale, Jeremy                           $6,052             $4,144    $1,908       $9,853"
"926      Brizzi, Alberto                         $6,037             $5,319     $718      $220,823"
"927      Patael, Ben                             $6,028             $5,992       $36      $14,248"
"928      Vibert, Francois-Arthur                 $5,998             $4,212    $1,786      $49,537"
"929      Rajski, Maciej                          $5,996             $5,048     $948       $17,371"
"930      Apostol, Andrei Stefan                  $5,983             $3,644    $2,339      $17,652"
"931      Zheng, Wei Qiang                        $5,948             $4,510    $1,438      $13,314"
"932      Licciardi, Pietro                       $5,946             $4,428    $1,518      $34,349"
"933      Ghorbel, Anis                           $5,940             $4,028    $1,912      $20,966"
"934      Qi, Xi                                  $5,928             $4,442    $1,486       $9,723"
"935      Hernando Ruano, Jorge                   $5,924             $4,438    $1,486      $35,804"
"936      Madaras, Dragos Nicolae                 $5,923             $5,073     $850        $8,561"
"937      Gabb, Richard                           $5,904             $4,522    $1,382      $70,422"
"938      De Schepper, Joffrey                    $5,882             $4,062    $1,820      $13,473"
"939      Benitez Chavarriaga, Juan Manuel        $5,880             $5,014     $866       $14,606"
"940      Gard, Catalin-Ionut                     $5,876             $1,242    $4,634     $160,593"
"941      Farren, Connor                          $5,864             $4,488    $1,376      $16,693"
"942T     Lammons, Nathaniel                      $5,862             $3,180    $2,682       $6,738"
"942T     Lizariturry, Juan                       $5,862             $3,780    $2,082      $72,178"
"944      Olivares, Jose                          $5,848             $4,664    $1,184      $11,330"
"945      Diep, Florent                           $5,844             $4,146    $1,698      $27,624"
"946T     Gojo, Borna                             $5,814             $4,230    $1,584       $5,918"
"946T     Nakagawa, Naoki                         $5,814             $4,940     $874       $13,867"
"948      Echazu, Mauricio                        $5,812             $3,654    $2,158      $95,001"
"949      Marsalek, James                         $5,782             $4,174    $1,608      $49,639"
"950T     Hiltzik, Aron                           $5,774             $5,164     $610        $9,278"
"950T     Uzhylovsky, Vladimir                    $5,774             $3,420    $2,354      $46,157"
"952      Andrzejczuk, Adrian                     $5,743             $3,136    $2,607       $8,795"
"953      Webb, Dane                              $5,741             $2,380    $3,361      $12,087"
"954      Carli, Cristian                         $5,728             $4,436    $1,292      $14,436"
"955      Egea, Franco Emanuel                    $5,718             $3,864    $1,854      $13,928"
"956      Urzua-Rivera, Ricardo                   $5,707             $2,866    $2,841      $58,638"
"957T     Khassanov, Roman                        $5,692             $3,504    $2,188      $17,813"
"957T     Noh, Sang-Woo                           $5,692             $3,564    $2,128      $26,368"
"959      Elia, Alon                              $5,690             $3,898    $1,792      $12,838"
"960      Sigouin, Benjamin                       $5,688             $4,724     $964        $6,150"
"961      Elistratov, Evgeny                      $5,682             $4,060    $1,622      $28,741"
"962      Vasilyev, Ilya                          $5,668             $5,152     $516       $12,100"
"963      Salaba, Libor                           $5,662             $3,154    $2,508      $39,969"
"964      Fawcett, Tom                            $5,650             $4,880     $770        $9,124"
"965T     Qiu, Zhuoyang                           $5,646             $1,866    $3,780      $16,977"
"965T     Sinicropi, Riccardo                     $5,646             $3,396    $2,250      $68,011"
"967      Wu, Yibing                              $5,632             $4,878     $754        $5,788"
"968      Susanto, David Agung                    $5,618             $4,106    $1,512      $15,356"
""
"Page 22 of 109                   Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                             YTD         Singles      Doubles        Career"
"969      Miele, Andre                                $5,572             $3,763    $1,809     $164,009"
"970      Echargui, Moez                              $5,571             $4,323    $1,248       $7,893"
"971T     Ning, Yuqing                                $5,570             $3,234    $2,336      $26,766"
"971T     Tanuma, Ryota                               $5,570             $4,436    $1,134      $14,564"
"973      Fallert, Florian                            $5,566             $4,230    $1,336      $39,680"
"974      Dowson, Dan                                 $5,564             $4,592     $972        $9,322"
"975T     Moritani, Soichiro                          $5,544             $3,624    $1,920      $13,065"
"975T     Voljacques, Hugo                            $5,544             $4,208    $1,336       $9,634"
"977      Kekez, Duje                                 $5,530             $4,270    $1,260      $44,087"
"978      Johns, Collin                               $5,520             $4,200    $1,320      $13,892"
"979      Lebedev, Ilya                               $5,508             $3,866    $1,642      $21,183"
"980      Chung, Hong                                 $5,472             $4,454    $1,018      $26,604"
"981      Dischinger, Eduardo                         $5,469             $3,227    $2,242      $51,976"
"982      Onishi, Ken                                 $5,464             $4,146    $1,318      $11,514"
"983T     Alekseenko, Gleb                            $5,456             $3,714    $1,742      $48,578"
"983T     Davydov, Ivan                               $5,456             $3,816    $1,640       $9,143"
"985      Lenz, Julian                                $5,426             $4,314    $1,112      $16,746"
"986      Nema, Patrik                                $5,425             $4,263    $1,162       $5,633"
"987      Kossler, Bernd                              $5,418             $3,830    $1,588       $7,654"
"988      Ejupovic, Elmar                             $5,406             $5,334       $72      $14,069"
"989      Feitt, Franco                               $5,390             $3,458    $1,932      $15,562"
"990      Munoz-Abreu, Jordi                          $5,384             $1,536    $3,848      $29,066"
"991      Schutt, Leon                                $5,358             $4,090    $1,268      $17,726"
"992      Onken, Julian                               $5,350             $4,346    $1,004       $8,778"
"993      Perret, Loic                                $5,348             $3,092    $2,256      $19,471"
"994      Niklas-Salminen, Patrik                     $5,336             $4,223    $1,113       $9,636"
"995      Rodriguez - Pace, Ricardo                   $5,325             $3,950    $1,375      $65,570"
"996      Puttergill, Calum                           $5,322             $3,264    $2,058      $14,971"
"997      Dellien, Hugo                               $5,318             $3,784    $1,534      $74,558"
"998      Wang, Aoxiong                               $5,310             $2,710    $2,600      $13,496"
"999      Dmitriev, Kirill                            $5,308             $4,270    $1,038      $45,977"
"1000     Van Beem, Colin                             $5,298             $3,944    $1,354      $23,426"
"1001     Hobart, Daniel                              $5,290             $3,612    $1,678      $10,661"
"1002     Marcondes, Igor                             $5,287             $3,394    $1,893       $7,918"
"1003     Katic, Dejan                                $5,274             $4,262    $1,012      $41,794"
"1004     Lobkov, Alexander                           $5,246             $4,598     $648      $101,888"
"1005     Onozawa, Arata                              $5,208             $3,464    $1,744      $73,966"
"1006     Walkow, Szymon                              $5,197             $2,296    $2,901      $10,605"
"1007     Kaza, Vinayak Sharma                        $5,196             $3,268    $1,928      $33,812"
"1008     Silverman, Cameron                          $5,176             $3,378    $1,798      $14,558"
"1009     Ghedin, Nicola                              $5,159             $4,606     $553       $41,193"
"1010     Drzewiecki, Karol                           $5,157             $2,608    $2,549      $15,556"
"1011     Cho, Min-Hyeok                              $5,150             $4,572     $578       $28,063"
"1012     Haviland, Ryan                              $5,145             $5,145        $0      $24,233"
""
"Page 23 of 109                       Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                          YTD         Singles      Doubles        Career"
"1013     Brinkmann, Nils                          $5,144             $3,952    $1,192      $12,554"
"1014     Callahan, Hunter                         $5,140             $3,920    $1,220       $8,972"
"1015     Rivera-Aranguiz, Guillermo               $5,126             $3,300    $1,826     $104,632"
"1016     Klein, Lukas                             $5,085             $3,738    $1,347       $5,657"
"1017     Raspudic, Franjo                         $5,058             $3,592    $1,466      $32,082"
"1018     Monteban, Paul                           $5,050             $3,156    $1,894      $10,372"
"1019T    Biljesko, Domagoj                        $5,024             $2,832    $2,192       $8,395"
"1019T    Brechemier, Thomas                       $5,024             $4,372     $652       $10,450"
"1021     Statzberger, Thomas                      $5,020             $3,808    $1,212      $19,184"
"1022     Mas Mascolo, Adria                       $5,008             $3,040    $1,968      $18,522"
"1023     Mridha, Jonathan                         $5,000             $4,138     $862       $17,772"
"1024     Stadler, Simon                           $4,996                 $0    $4,996     $593,657"
"1025T    Heras, Patricio                          $4,982             $3,866    $1,116      $80,577"
"1025T    Luisi, Alessandro                        $4,982             $4,150     $832       $11,756"
"1025T    Tessa, Louis                             $4,982             $3,808    $1,174       $7,136"
"1028     Schonenberg, Tom                         $4,974             $2,278    $2,696      $30,439"
"1029     Bothwell, Peter                          $4,972             $3,612    $1,360      $11,396"
"1030     Tokuda, Renta                            $4,944             $4,284     $660        $6,980"
"1031     Ledovskikh, Mikhail                      $4,940             $4,760     $180      $267,854"
"1032     Brouwer, Gijs                            $4,924             $4,152     $772        $6,554"
"1033T    Ayap, Sagadat                            $4,916             $3,218    $1,698      $13,148"
"1033T    Bulis, Mor                               $4,916             $3,714    $1,202      $13,406"
"1035     Idmbarek, Yassine                        $4,907             $4,144     $763       $63,288"
"1036     Sikora, Adrian                           $4,897             $2,782    $2,115     $110,950"
"1037     Furness, Evan                            $4,893             $3,501    $1,392       $6,229"
"1038T    Conkic, Petar                            $4,884             $4,192     $692       $12,390"
"1038T    Dougaz, Aziz                             $4,884             $3,312    $1,572       $9,636"
"1040     Reed, Anderson                           $4,868               $208    $4,660      $13,052"
"1041     Maresca, Santiago                        $4,866             $3,592    $1,274      $12,242"
"1042     Wu, Tung-Lin                             $4,864             $3,686    $1,178       $7,716"
"1043     Bjelica, Ivan                            $4,852             $3,402    $1,450      $97,844"
"1044     Bubka, Sergei                            $4,845                 $0    $4,845     $465,186"
"1045     Galkin, Anton                            $4,838             $3,370    $1,468      $23,834"
"1046     Weidinger, Dominic                       $4,830             $4,234     $596       $13,342"
"1047     Hirschmueller, Christian                 $4,800             $3,590    $1,210      $16,974"
"1048     Cid Subervi, Roberto                     $4,796             $4,400     $396       $12,992"
"1049     Mendoza, Alejandro                       $4,786             $3,244    $1,542      $19,636"
"1050     Khotkov, Oleg                            $4,748             $3,692    $1,056       $8,433"
"1051     Vandenbulcke, Yannick                    $4,734             $4,626     $108       $40,046"
"1052     Ugo Carabelli, Camilo                    $4,720             $3,122    $1,598       $4,952"
"1053     Raisma, Kenneth                          $4,716             $4,058     $658        $6,896"
"1054     Frawley, James                           $4,705             $1,210    $3,495       $7,812"
"1055     Vanneste, Jeroen                         $4,700             $3,226    $1,474      $15,911"
"1056     Harajchi, Aria                           $4,688             $3,864     $824       $10,231"
""
"Page 24 of 109                    Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                          YTD         Singles      Doubles        Career"
"1057     Virali-Murugesan, Ranjeet                $4,686             $3,748     $938       $74,239"
"1058     Wang, Aoran                              $4,682             $1,472    $3,210      $13,656"
"1059     Fufygin, Mikhail                         $4,674             $2,810    $1,864      $60,179"
"1060     Bauvy, Romain                            $4,662             $3,914     $748       $14,441"
"1061     Vega, Quinton                            $4,652             $3,172    $1,480      $10,186"
"1062     Lin, Wei-De                              $4,646             $2,728    $1,918       $8,272"
"1063     Navasirisomboon, Jirat                   $4,616             $3,540    $1,076       $9,724"
"1064     Roncalli, Simone                         $4,598             $3,368    $1,230       $8,484"
"1065     Ratniuk, Maxim                           $4,572             $3,416    $1,156      $12,300"
"1066     Terczynski, Mateusz                      $4,568             $3,448    $1,120       $6,339"
"1067     Bielinskyi, Oleksandr                    $4,556             $3,232    $1,324       $5,415"
"1068     Moroni, Gian Marco                       $4,526             $3,712     $814        $7,618"
"1069     Paris, Joshua                            $4,508             $3,586     $922        $8,219"
"1070     Descotte, Matias Franco                  $4,506             $3,774     $732       $21,205"
"1071     Ollert, Lukas                            $4,502             $3,578     $924        $5,611"
"1072     Filipenko, Viktor                        $4,480             $3,434    $1,046      $20,281"
"1073     Falcao, Goncalo                          $4,470             $2,128    $2,342      $31,428"
"1074     Machado, Rui                             $4,439             $3,063    $1,376     $901,479"
"1075     Ilic, Luka                               $4,432             $2,796    $1,636      $17,218"
"1076     Singh, Karunuday                         $4,424             $3,740     $684       $43,212"
