"ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                      YTD   Singles     Doubles           Career"
"Page 24 of 100                     Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                              ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                        YTD   Singles    Doubles           Career"
"1057     Minin, Matvey                                          $6,728    $5,434      $1,294          $8,234"
"1058     Dijkhuizen, Marc                                       $6,725    $3,266      $3,459         $17,745"
"1059     Baltensperger, Raphael                                 $6,713    $5,761       $952          $20,705"
"1060     Binding, Jonathan                                      $6,697    $3,238      $3,459          $8,715"
"1061     Khaledan, Shahin                                       $6,695    $4,849      $1,846         $19,273"
"1062T    Ajdukovic, Duje                                        $6,656    $5,858       $798           $7,076"
"1062T    Ceppellini, Alessandro                                 $6,656    $5,527      $1,129         $11,841"
"1064     Authom, Maxime                                         $6,646    $5,896       $750         $352,630"
"1065     Taylor, Adam                                           $6,644        $0      $6,644         $15,430"
"1066     Vilaro, Alejo                                          $6,642    $3,944      $2,698         $13,668"
"1067     Larriere, Clement                                      $6,630    $3,855      $2,775         $16,925"
"1068     Crepaldi, Erik                                         $6,621    $3,828      $2,793        $128,946"
"1069     Elia, Alon                                             $6,614    $4,580      $2,034         $29,012"
"1070     Zakharov, Alexey                                       $6,598    $5,928       $670           $7,546"
"1071     Falcao, Goncalo                                        $6,590    $3,088      $3,502         $43,314"
"1072     Stevens, Bart                                          $6,560    $3,512      $3,048         $11,606"
"1073     Davydov, Ivan                                          $6,549    $4,398      $2,151         $23,001"
"1074     Taylor, Jason                                          $6,538        $0      $6,538         $15,480"
"1075     Pontico, Hugo                                          $6,515    $5,097      $1,418         $11,373"
"1076     Bourchier, Edward                                      $6,513    $4,013      $2,500         $11,799"
"1077     Kowalczyk, Mateusz                                     $6,487        $0      $6,487        $271,368"
"1078     Tessa, Louis                                           $6,480    $5,088      $1,392         $19,554"
"1079     Katayama, Sho                                          $6,455    $4,317      $2,138         $53,406"
"1080     Westerhof, Boy                                         $6,448    $3,944      $2,504        $258,348"
"1081     Delmas, Amaury                                         $6,444    $5,176      $1,268         $11,290"
"1082     Schott, Hugo                                           $6,427    $4,791      $1,636         $16,272"
"1083     Cipolla, Flavio                                        $6,412    $4,654      $1,758      $1,632,927"
"1084     Mochizuki, Yuki                                        $6,393    $5,637       $756          $12,664"
"1085     Urbanija, Mike                                         $6,384    $5,832       $552          $37,414"
"1086     Canter, Alexis                                         $6,383    $5,561       $822          $12,547"
"1087     Krstev, Ondrej                                         $6,381    $4,527      $1,854         $16,763"
"1088     Borza, Bogdan                                          $6,341    $5,455       $886          $22,749"
"1089     Faivre, Pierre                                         $6,338    $4,780      $1,558         $15,305"
"1090     Zheng, Wei Qiang                                       $6,336    $4,146      $2,190         $22,090"
"1091     Andreev, Adrian                                        $6,319    $6,319          $0          $9,030"
"1092     Santos, Nicolas                                        $6,314    $4,852      $1,462         $91,783"
"1093     Congcar, Congsup                                       $6,309    $4,573      $1,736         $17,251"
"1094T    Hansson, Gustav                                        $6,295    $5,749       $546          $14,979"
"1094T    Paris, Joshua                                          $6,295    $5,151      $1,144         $20,420"
"1096     Kawachi, Kazuma                                        $6,276    $4,538      $1,738         $18,067"
"1097T    Baughman, Deiton                                       $6,270    $4,490      $1,780         $66,399"
"1097T    Hidalgo, Gabriel Alejandro                             $6,270    $3,828      $2,442         $67,485"
"1099     Virtanen, Otto                                         $6,262    $4,341      $1,921          $7,488"
"1100     Seraphim, Christian                                    $6,252    $2,777      $3,475         $11,406"
""
"Page 25 of 100                        Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                  YTD   Singles    Doubles           Career"
"1101     Hovhannisyan, Mousheg                            $6,241    $5,031      $1,210         $15,745"
"1102     Huertas del pino, Conner                         $6,228    $4,038      $2,190          $6,483"
"1103     Joncour, Ronan                                   $6,217    $5,085      $1,132         $30,034"
"1104     Li, Yuanfeng                                     $6,212    $4,080      $2,132         $18,980"
"1105     Fernandez Canovas, Andres                        $6,189    $5,505       $684           $9,156"
"1106     Mitchell, Benjamin                               $6,175    $5,725       $450         $302,377"
"1107     Wang, Ruikai                                     $6,165    $3,232      $2,933         $18,439"
"1108     Pontjodikromo, Sidane                            $6,164    $4,613      $1,551          $7,744"
"1109     Brosset, Samuel                                  $6,160    $5,830       $330           $6,160"
"1110     Sonkin, Jeremy                                   $6,157    $5,002      $1,155          $6,157"
"1111     Nguyen, Daniel                                   $6,156    $5,580       $576         $185,946"
"1112     Lootsma, Niels                                   $6,123    $4,896      $1,227         $57,428"
"1113     Andrzejczuk, Adrian                              $6,102    $3,876      $2,226         $28,207"
"1114     Mashtakov, Nikita                                $6,084    $4,578      $1,506          $9,016"
"1115     Aguilar, Juan Carlos Manuel                      $6,079    $5,254       $825           $8,385"
"1116     Prechtel, Sebastian                              $6,072    $4,773      $1,299         $18,190"
"1117T    Johansson, Niklas                                $6,048    $4,718      $1,330          $8,518"
"1117T    Lama, Gonzalo                                    $6,048    $5,904       $144         $161,498"
"1119     Reed, Anderson                                   $6,012        $0      $6,012         $20,367"
"1120     Hazawa, Shinji                                   $5,994    $4,035      $1,959          $6,870"
"1121     Martin Tiffon, Pol                               $5,960    $5,092       $868           $6,432"
"1122     Kalyanpur, Adil                                  $5,931    $4,751      $1,180          $8,309"
"1123     Wang, Rui-Xuan                                   $5,925    $3,422      $2,503         $11,821"
"1124     Zgombic, Fran Zvonimir                           $5,923    $5,065       $858          $21,104"
"1125     Spec, Matic                                      $5,919    $4,345      $1,574          $8,803"
"1126     Prabodh, Suraj R                                 $5,907    $5,511       $396          $17,424"
"1127     Winter Lopez, Benjamin                           $5,880    $3,342      $2,538          $7,098"
"1128     Kikuchi, Gengo                                   $5,878    $4,628      $1,250         $31,092"
"1129     Tsivadze, George                                 $5,870    $3,440      $2,430         $33,422"
"1130     Cornea, Victor Vlad                              $5,869    $2,481      $3,388         $39,040"
"1131     Sa, Andre                                        $5,865        $0      $5,865      $2,655,127"
"1132     Justo, Guido Ivan                                $5,859    $4,317      $1,542          $6,423"
"1133     Liska, Tomas                                     $5,838    $4,560      $1,278         $12,855"
"1134     Zayid, Mubarak Shannan                           $5,767    $4,807       $960          $45,161"
"1135T    Raspudic, Franjo                                 $5,766    $4,806       $960          $42,462"
"1135T    Setodji, Thomas                                  $5,766    $3,840      $1,926         $14,636"
"1135T    Shanmugam, Abhinav Sanjeev                       $5,766    $5,100       $666           $9,260"
"1138     Polyakov, Vladimir                               $5,762    $3,288      $2,474         $33,821"
"1139     Aksu, Cengiz                                     $5,760    $3,258      $2,502          $9,744"
"1140T    Melnic, Vladislav                                $5,759    $4,145      $1,614          $7,893"
"1140T    Storrie, Ryan James                              $5,759    $5,543       $216          $20,679"
"1142     Berg, Conor                                      $5,729    $3,604      $2,125         $12,283"
"1143     Marozsan, Fabian                                 $5,727    $4,421      $1,306          $7,317"
"1144     Botezan, George                                  $5,718    $5,180       $538          $15,590"
""
"Page 26 of 100                  Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                      YTD   Singles    Doubles           Career"
"1145T    Licciardi, Pietro                                    $5,698    $3,991      $1,707         $53,275"
"1145T    Strode, Isaiah                                       $5,698    $3,791      $1,907         $13,806"
"1147     Munoz-Abreu, Jordi                                   $5,672    $1,836      $3,836         $38,772"
"1148     O'Connell, Christopher                               $5,657    $3,866      $1,791        $120,139"
"1149     Den Heijer, Guy                                      $5,630    $4,067      $1,563         $15,022"
"1150     Turker, Mert Naci                                    $5,625    $2,874      $2,751         $13,868"
"1151     Dustov, Farrukh                                      $5,620    $4,150      $1,470        $511,680"
"1152     Mejia, Nicolas                                       $5,611    $4,023      $1,588          $7,437"
"1153     Baldoni, Stefano                                     $5,607    $5,085       $522           $5,661"
"1154     Frost, Linus                                         $5,606    $3,945      $1,661          $9,571"
"1155     Guenther, Valentin                                   $5,599    $4,198      $1,401          $9,959"
"1156     Mina, Gianni                                         $5,587    $5,311       $276         $156,096"
"1157     Puttergill, Calum                                    $5,564    $4,058      $1,506         $28,159"
"1158     Seemann, Miles                                       $5,546        $0      $5,546          $7,101"
"1159     Cutuli, Mirko                                        $5,543    $4,939       $604          $14,287"
"1160T    Addison, Aaron                                       $5,526    $4,070      $1,456         $20,722"
"1160T    Bushamuka, William                                   $5,526    $3,502      $2,024         $12,037"
"1162T    Blumberg, William                                    $5,520    $4,890       $630          $30,029"
"1162T    Donev, Gabriel                                       $5,520    $4,452      $1,068         $12,913"
"1164     Jacobs, Tukhula                                      $5,512    $4,310      $1,202          $6,020"
"1165     Uryson, Nicolas                                      $5,496    $3,138      $2,358          $8,712"
"1166     Marie, Jules                                         $5,474    $5,162       $312          $86,424"
"1167T    Fallert, Florian                                     $5,463    $3,506      $1,957         $53,805"
"1167T    Oh, Seong-Gook                                       $5,463    $5,001       $462          $11,524"
"1169     Celebic, Ljubomir                                    $5,456    $3,941      $1,515         $42,318"
"1170     Blanco Guadalupe, Jorge                              $5,429    $4,271      $1,158          $7,901"
"1171     Barkai, Yannai                                       $5,428    $3,956      $1,472         $16,148"
"1172     Kawakami, Rimpei                                     $5,426    $4,906       $520           $6,100"
"1173     Elbaz, Shahar                                        $5,395    $3,934      $1,461         $16,096"
"1174     Severino, Carlos Eduardo                             $5,394    $4,318      $1,076         $61,596"
"1175     Krutykh, Oleksii                                     $5,373    $4,275      $1,098          $5,373"
"1176     Wu, Hao                                              $5,356    $3,389      $1,967         $11,966"
"1177     Bauvy, Romain                                        $5,340    $4,116      $1,224         $24,548"
"1178     Dev, S D Prajwal                                     $5,334    $3,180      $2,154          $9,695"
"1179     Hasson, Jordan                                       $5,330    $4,462       $868          $11,296"
"1180     Jirousek, Tomas                                      $5,326    $5,326          $0          $5,482"
"1181     Wang, Chukang                                        $5,302    $4,496       $806           $8,804"
"1182     Bossel, Adrien                                       $5,279    $3,200      $2,079        $164,615"
"1183     Semjan, Marek                                        $5,269    $4,234      $1,035        $192,883"
"1184     Schmid, Aaron                                        $5,266    $4,542       $724           $6,226"
"1185     Bertola, Remy                                        $5,237    $3,262      $1,975          $7,917"
"1186     Martinez, Louroi                                     $5,234    $2,892      $2,342          $9,448"
"1187     Matsukevich, Denis                                   $5,233    $3,813      $1,420        $268,510"
"1188     Schell, Niklas                                       $5,228    $3,784      $1,444          $7,018"
""
"Page 27 of 100                      Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                   YTD   Singles    Doubles           Career"
"1189     Alvarez Varona, Nicolas                           $5,212    $5,062       $150            $9,232"
"1190     Butts, Skyler                                     $5,194    $3,720      $1,474           $9,620"
"1191     Cayre, Paul                                       $5,158    $4,434       $724           $16,673"
"1192     Zaitcev, Anton                                    $5,145    $4,899       $246           $72,500"
"1193     Dias, Francisco                                   $5,126    $2,072      $3,054          $10,320"
"1194     Pavlovic, Luka                                    $5,124    $4,124      $1,000           $8,885"
"1195     Oliel, Yshai                                      $5,116    $4,792       $324           $15,522"
"1196     Gautier, Alexis                                   $5,105    $5,105          $0          $10,899"
"1197     Chandrasekar, Anirudh                             $5,100    $3,204      $1,896          $11,519"
"1198     Von Massow, George                                $5,094    $3,972      $1,122          $52,534"
"1199     Khomentovskiy, Matvey                             $5,088    $3,794      $1,294          $13,050"
"1200     Manole, Alexandru Vasile                          $5,066    $3,644      $1,422          $11,180"
"1201     Na, Jung-Woong                                    $5,062    $4,354       $708           $43,879"
"1202     Iannaccone, Federico                              $5,025    $3,584      $1,441           $8,109"
"1203     Navasirisomboon, Jirat                            $5,015    $3,386      $1,629          $20,760"
"1204     Vigani, Joy                                       $5,000    $3,572      $1,428           $9,630"
"1205     Srbljak, Gorazd                                   $4,997    $4,685       $312           $10,367"
"1206     Joyce, Martin                                     $4,980    $2,680      $2,300           $9,342"
"1207     Tsuchiya, Alexandre                               $4,974    $3,228      $1,746          $42,838"
"1208     Mardones, Bruno                                   $4,972    $2,454      $2,518          $17,275"
"1209     Johnson, Trevor Allen                             $4,953    $3,068      $1,885           $8,219"
"1210T    Kim, Young Seok                                   $4,904    $3,868      $1,036          $34,078"
"1210T    Mendoza, Alejandro                                $4,904    $3,814      $1,090          $27,598"
"1212     Frinzi, Mattia                                    $4,902    $2,054      $2,848           $6,362"
"1213     Vandenbulcke, Yannick                             $4,899    $4,467       $432           $63,717"
"1214     Brunner, Pascal                                   $4,897    $3,798      $1,099          $69,210"
"1215     Lemstra, Kai                                      $4,877    $2,490      $2,387           $6,648"
"1216     Hernandez, Juan Alejandro                         $4,869    $4,083       $786            $5,235"
"1217     Winkler, Georg                                    $4,856    $4,102       $754            $6,352"
"1218     Alekseenko, Vadim                                 $4,854    $2,779      $2,075          $77,430"
"1219T    Smit, Jasper                                      $4,825        $0      $4,825          $99,240"
"1219T    Timmermans, Jesse                                 $4,825        $0      $4,825           $6,209"
"1221     Saidkarimov, Saida'Lo                             $4,821    $3,659      $1,162          $16,585"
"1222     Davydenko, Philipp                                $4,816    $4,666       $150           $55,401"
"1223     Dancu, Vlad Andrei                                $4,786    $4,162       $624            $6,419"
"1224     Pungliya, Jayesh                                  $4,784    $3,803       $981           $15,641"
"1225     Grigoriu, Patrick                                 $4,758      $312      $4,446          $32,032"
"1226     Barroso Campos, Alberto                           $4,757    $3,048      $1,709          $10,588"
"1227     Metreveli, Aleksandre                             $4,755    $3,654      $1,101          $60,981"
"1228     Seeberger, Matt                                   $4,749    $1,624      $3,125          $37,163"
"1229     Meng, Cing-Yang                                   $4,748    $3,260      $1,488          $14,215"
"1230     Tabatruong, Maxime                                $4,745    $3,929       $816           $54,034"
"1231     Radojkovic, Milan                                 $4,734      $260      $4,474           $7,722"
"1232     Leote Prata, Martim                               $4,733    $3,088      $1,645           $6,681"
""
"Page 28 of 100                   Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                    YTD   Singles    Doubles           Career"
"1233     Kim, Jae Hwan                                      $4,727    $4,147       $580          $16,140"
"1234     Sarkar, Sumit                                      $4,726    $4,284       $442           $4,726"
"1235     Duncan, Scott                                      $4,716      $672      $4,044          $8,178"
"1236     Tomescu, Dan Alexandru                             $4,707    $2,931      $1,776          $7,019"
"1237     Nakagawa, Naoki                                    $4,700    $4,070       $630          $30,628"
"1238     Roumane, Rayane                                    $4,699    $4,591       $108          $11,478"
"1239     Vives Marcos, Pedro                                $4,654    $2,508      $2,146          $5,062"
"1240     Jorda Sanchis, David                               $4,643    $3,793       $850          $23,213"
"1241     Lin, Wei-De                                        $4,623    $3,541      $1,082         $17,789"
"1242     Green, Cameron                                     $4,619    $3,577      $1,042          $4,931"
"1243     Apostol, Andrei Stefan                             $4,617    $2,514      $2,103         $28,447"
"1244     Poullain, Lucas                                    $4,572    $3,286      $1,286          $8,556"
"1245     Virgili, Adelchi                                   $4,568    $3,312      $1,256         $52,624"
"1246     Largo, Hugo                                        $4,550    $3,546      $1,004         $10,252"
"1247     Stefanini, Jacopo                                  $4,540    $2,510      $2,030         $32,000"
"1248     Bendeck, Jose Daniel                               $4,527      $946      $3,581         $19,413"
"1249     Trinker, Jonas                                     $4,521    $3,933       $588          $10,639"
"1250     Sookton-eng, Chanchai                              $4,505    $1,988      $2,517          $9,083"
"1251T    Ito, Yuichi                                        $4,500    $2,982      $1,518        $113,463"
"1251T    Wang, Jimmy                                        $4,500        $0      $4,500      $1,148,126"
"1253     Wojcik, Yann                                       $4,464    $2,094      $2,370          $8,055"
"1254     De Paula, Fabiano                                  $4,445        $0      $4,445        $175,992"
"1255     Borg, Maikel                                       $4,443    $1,506      $2,937          $6,265"
"1256     Kibi, Yuya                                         $4,442    $3,086      $1,356         $97,403"
"1257     Volfson, David                                     $4,438    $3,772       $666          $22,632"
"1258     Schnur, Max                                        $4,430        $0      $4,430         $52,314"
"1259     Beaupain, Simon                                    $4,374    $3,624       $750           $5,652"
"1260     Van Peperzeel, Gavin                               $4,370    $1,730      $2,640        $111,123"
"1261     Reymond, Arthur                                    $4,358    $3,256      $1,102          $5,710"
"1262     Mayer, Patrick                                     $4,319    $2,278      $2,041          $7,511"
"1263T    Fomin, Sergey                                      $4,314    $2,964      $1,350         $10,820"
"1263T    Nema, Patrik                                       $4,314    $3,906       $408          $23,071"
"1265     Glvac, Andrej                                      $4,304    $3,714       $590           $7,196"
"1266     Marrero Curbelo, Ivan                              $4,264    $3,186      $1,078          $8,376"
"1267     Mcnally, John                                      $4,263    $3,138      $1,125         $23,306"
"1268     Zeng, Shi Hong                                     $4,237    $2,274      $1,963          $7,665"
"1269     Brugnerotto, Marco                                 $4,215    $3,231       $984           $4,475"
"1270     Besada, Santiago                                   $4,197    $2,100      $2,097          $8,283"
"1271     Takeda, Naoki                                      $4,186    $3,046      $1,140          $7,131"
"1272     Ianakiev, Milen                                    $4,184    $3,070      $1,114          $9,899"
"1273     Crawford, Oliver                                   $4,176    $4,016       $160           $5,462"
"1274     Neubau, Marco                                      $4,175    $1,658      $2,517          $8,839"
"1275     Drinic, Milan                                      $4,170    $3,546       $624          $17,124"
"1276     Fellin, Manfred                                    $4,164    $3,282       $882           $8,354"
""
"Page 29 of 100                    Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                   YTD   Singles    Doubles           Career"
"1277     Canas Garcia, Juan Pablo                          $4,140    $2,544      $1,596         $10,275"
"1278T    Jubb, Paul                                        $4,134    $3,822       $312           $4,806"
"1278T    Marti, Yann                                       $4,134    $4,134          $0        $166,262"
"1280     Brown, Alexander                                  $4,125    $3,245       $880           $6,011"
"1281     Mridha, Jonathan                                  $4,115    $3,795       $320          $34,284"
"1282     De Rueda De Genover, Ignasi                       $4,090    $3,334       $756           $4,702"
"1283     Zemel, Yasha                                      $4,079    $3,062      $1,017         $14,795"
"1284     Tatomir, Luca George                              $4,073    $1,262      $2,811         $18,449"
"1285     Chung, Hong                                       $4,054    $2,179      $1,875         $42,247"
"1286     Colas Sanchez, Alberto                            $4,049    $3,389       $660           $5,401"
"1287     Corrie, Edward                                    $4,047    $3,957         $90        $219,337"
"1288     Boychuk, Roman                                    $4,044    $2,664      $1,380          $5,518"
"1289     Folliot, Quentin                                  $4,041    $2,955      $1,086          $9,533"
"1290     Beauge, Maxence                                   $4,040    $3,204       $836           $8,716"
"1291     Kaza, Vinayak Sharma                              $4,025    $2,819      $1,206         $40,499"
"1292     Velotti, Agustin                                  $4,021    $3,495       $526         $275,616"
"1293     Lee, Tae-Woo                                      $4,011    $2,664      $1,347         $10,104"
"1294     Boureau, Alexis                                   $4,002    $3,038       $964           $4,158"
"1295     Barton, Matthew                                   $3,985    $3,575       $410         $269,379"
"1296     Shofayziyev, Shonigmatjon                         $3,974    $1,248      $2,726         $48,916"
"1297     Krivokuca, Neven                                  $3,966    $3,234       $732          $11,814"
"1298     Bouquet, Lucas                                    $3,952    $2,626      $1,326         $13,942"
"1299     Comesana, Francisco                               $3,940    $2,862      $1,078          $4,978"
"1300T    Kohen, Alan                                       $3,937    $2,977       $960          $20,516"
"1300T    Willis, Marcus                                    $3,937    $1,024      $2,913        $219,458"
"1302     Hardt, Nick                                       $3,934    $3,520       $414           $8,384"
"1303     Cortes Alcaraz, Aaron                             $3,930    $2,972       $958          $21,854"
"1304     Schmitz, Constantin                               $3,929    $3,067       $862           $5,201"
"1305     Kushnirovich, Gary                                $3,912    $3,298       $614          $11,255"
"1306     Fassbender, Boris                                 $3,900    $3,420       $480           $7,380"
"1307     Smits, Glenn                                      $3,892        $0      $3,892         $12,746"
"1308     Obert, Adrian                                     $3,888    $3,404       $484          $14,186"
"1309     Rogic-Hadzalic, Alen                              $3,885    $2,250      $1,635          $6,517"
"1310     Wakita, Shunsuke                                  $3,882    $2,130      $1,752         $11,880"
"1311     Shevchenko, Alexander                             $3,867    $3,309       $558           $4,023"
"1312     Aboian, Leonardo                                  $3,852    $2,424      $1,428          $6,034"
"1313     Kravchenko, Georgii                               $3,848    $2,852       $996           $3,966"
"1314     Broville, Maxence                                 $3,844    $2,634      $1,210          $8,578"
"1315     Peters, Flemming                                  $3,828    $3,054       $774           $9,607"
"1316     Cannell, Joel                                     $3,826    $2,730      $1,096         $13,447"
"1317T    Filip, Vladimir                                   $3,822    $1,848      $1,974          $9,464"
"1317T    Gelhardt, Luca                                    $3,822    $3,006       $816          $11,775"
"1319     Guttau, Niklas                                    $3,820    $2,470      $1,350          $4,594"
"1320     Lim, Yong-Kyu                                     $3,774    $2,316      $1,458        $127,611"
""
"Page 30 of 100                   Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
""
